fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,8129500000,921300000,13167100000,1045200000,0.881,0.07,0.216,0.776,-0.408
2022-09-30,7058900000,769400000,12893500000,348400000,2.208,0.06,0.372,1.022,1.019
2022-06-30,7158700000,720400000,12518000000,348400000,2.068,0.058,0.225,0.454,0.451
2022-03-31,6472600000,600500000,12143300000,348300000,1.724,0.049,0.107,0.275,0.273
2021-12-31,6686100000,518700000,11594000000,348100000,1.49,0.045,0.201,0.278,0.275
2021-09-30,5146800000,380500000,11479800000,347800000,1.094,0.033,0.043,-0.013,-0.016
2021-06-30,5843900000,495500000,11330300000,347800000,1.425,0.044,0.908,2.355,2.341
2021-03-31,5845500000,470800000,10861700000,347600000,1.354,0.043,0.132,0.31,0.307
2020-12-31,5568600000,405800000,10533300000,347100000,1.169,0.039,-0.09,-0.236,-0.237
2020-09-30,4936000000,385500000,10184400000,346800000,1.112,0.038,-0.225,-0.366,-0.366
2020-06-30,3062200000,147700000,9776800000,346400000,0.426,0.015,,,
2020-03-31,5161700000,359400000,9637400000,346900000,1.036,0.037,,,
2019-12-31,6117200000,531300000,9706100000,346900000,1.532,0.055,,,
2019-09-30,6367000000,607900000,9962700000,346600000,1.754,0.061,,,
2022-12-31,28819700000,3011600000,13167100000,1045200000,2.881,0.229,0.225,0.614,-0.462
2021-12-31,23522300000,1865500000,11594000000,348100000,5.359,0.161,0.256,0.434,0.43
2020-12-31,18728500000,1301200000,10533300000,347100000,3.749,0.124,-0.268,-0.455,-0.455
2019-12-31,25599700000,2387900000,9706100000,346900000,6.884,0.246,,,
