fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,407044000,711803000,304759000,304759000,110780000,239969000,53521000,293490000,None,-25264000,667000,25931000,None,-870000,None,83309000,97981000,12634000,None,69508000,-105350000,123912000,207221000,85347000
2022-06-30,USD,666163000,1229569000,563406000,563406000,250858000,330025000,73352000,415305000,None,-26366000,762000,27128000,None,-5254000,None,None,224432000,45220000,None,179252000,-33154000,251560000,371006000,179212000
2022-03-31,USD,679231000,1259442000,580211000,580211000,254845000,334393000,76609000,411002000,None,-27793000,595000,28388000,None,311000,None,120052000,217559000,40597000,None,177003000,92935000,245947000,365999000,176962000
2021-12-31,USD,749124000,1364325000,615201000,615201000,373768000,546210000,135216000,435566000,None,-26802000,919000,27721000,None,-2561000,None,125069000,328256000,138072000,None,237936000,108205000,373768000,464466000,190184000
2021-09-30,USD,70262000,817785000,747523000,338454000,195561000,275869000,49421000,458490000,544000,-43531000,544000,43531000,861316000,-1734000,None,63300000,155119000,27381000,43531000,107631000,139473000,198650000,261950000,127738000
2021-06-30,USD,316425000,1211721000,895296000,543277000,332488000,281819000,65824000,417843000,367000,-16750000,367000,16750000,1228471000,-2466000,None,59600000,326019000,80089000,16750000,245968000,257665000,342769000,402369000,245930000
2021-03-31,USD,461010000,1293563000,832553000,522543000,467776000,251410000,60216000,370226000,411000,-14126000,5583000,14126000,1307689000,3404000,None,54200000,480444000,101139000,14126000,379343000,307094000,494570000,548770000,379305000
2020-12-31,USD,827065000,1354606000,527541000,527541000,510254000,263050000,56823000,387423000,348000,-12056000,12056000,12404000,1356206000,-6309000,None,49700000,473018000,92657000,-37308000,380434000,492167000,485422000,535122000,380361000
2020-09-30,USD,527445000,964025000,436580000,436580000,248006000,225249000,50131000,4059000,205000,-12057000,11852000,12057000,965925000,-2397000,None,48900000,233720000,57021000,12057000,176736000,249604000,245777000,294677000,176699000
2020-07-05,USD,447344000,811718000,364374000,364374000,175639000,221026000,49521000,1158000,192000,-11586000,11394000,11586000,818118000,582000,None,46700000,164776000,27614000,11586000,137213000,198817000,176362000,223062000,137162000
2020-04-05,USD,308023000,652396000,344373000,344373000,44682000,208569000,48914000,5858000,265000,-13665000,265000,13665000,644496000,3407000,None,47300000,34639000,974000,13665000,33715000,-45016000,48304000,95604000,33665000
2019-12-31,USD,398181000,805496000,407315000,407315000,138248000,210737000,47636000,1560000,570000,-14421000,570000,14421000,840266000,-4936000,None,43100000,65248000,747000,-17649000,64549000,108312000,79669000,122769000,64501000
2019-09-30,USD,342275000,706923000,364648000,364648000,78660000,204171000,45376000,291647000,292000,-16149000,292000,16149000,702694000,922000,None,41300000,63202000,4644000,15678000,58610000,-4147000,79351000,120651000,58558000
2019-06-30,USD,347793000,722517000,374724000,374724000,91735000,201553000,48344000,294397000,350000,-17207000,350000,17207000,718117000,-2715000,None,41200000,71773000,2686000,17207000,69141000,61870000,88980000,130180000,69087000
2019-03-31,USD,307806000,648737000,340931000,340931000,53330000,198857000,47980000,294797000,283000,-15850000,283000,15850000,648637000,1135000,None,38700000,36724000,1312000,15850000,35453000,38358000,52574000,91274000,35412000
2018-12-31,USD,376250000,756349000,380099000,380099000,115683000,210539000,51970000,-1942000,387000,-16231000,None,16231000,758749000,-20223000,None,35200000,79399000,8107000,16231000,71322000,55459000,95630000,130830000,71292000
2018-09-30,USD,332327000,674313000,341986000,341986000,80202000,196769000,48848000,282617000,316000,-16684000,None,16684000,670013000,1176000,None,35300000,79144000,2596000,16684000,75445000,46466000,95828000,131128000,76548000
2018-06-30,USD,340140000,703362000,363222000,363200000,88064000,204880000,47196000,286276000,173000,-16411000,None,16411000,690462000,-118000,None,32500000,71098000,7035000,16411000,64673000,-38525000,87509000,120009000,64063000
2018-03-31,USD,292222000,643972000,351750000,351800000,39935000,199725000,45984000,6578000,265000,-17650000,None,17650000,669972000,5955000,None,32900000,28494000,2470000,17650000,26035000,44564000,46144000,79044000,26024000
2017-12-31,USD,307429000,641630000,334201000,334535000,93583000,176376000,37733000,-263000,1059000,-11430000,None,11430000,-1589752000,-2315000,None,21400000,78216000,119333000,11430000,-38444000,-34060000,89646000,111046000,-41117000
